brand,name,price,spec_score,user_votes,user_rating,os,utility: Business,utility: Everyday Use,utility: Performance,utility: Gaming,thickness_mm,weight_kg,warranty,screen_size,resolution_WIDTH,resolution_HEIGHT,resolution_category,ppi_num,ppi_category,battery_Wh,aspect_ratio,touch_screen,anti_glare,processor_gen,processor_brand,processor_core,base_processor_speed_GHz,turbo_processor_speed_GHz,no_cores,cache_memory_mb,graphics_brand,rom_capacity_gb,internal_memory_gb
hp,255 G9 7M654PA,38900.0,57.0,99.0,4.1, windows 11,0,0,0,0,19.9,1.47,1.0,15.6,768.0,1366.0,Bad,100.0,Lowest,41.0,,0,1,12.0,intel,Core i3,1.2,4.4,6.0,10.0,amd,8.0,512.0
hp,Pavilion 15-eg3079TU,66990.0,62.0,369.0,4.3, windows 11,0,0,1,0,17.9,1.75,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,13.0,intel,Core i5,1.9,4.6,12.0,12.0,intel,16.0,512.0
msi,Modern 14 C12M-671IN,50990.0,59.0,141.0,4.5, windows 11,0,0,1,0,19.35,1.4,1.0,14.0,1080.0,1920.0,Average,157.0,High,,,0,0,12.0,intel,Core i7,1.7,4.7,10.0,12.0,intel,16.0,512.0
msi,Prestige 13 Evo A12M-085IN,77990.0,61.0,72.0,4.3, windows 11,0,0,1,0,16.9,0.99,2.0,13.3,1200.0,1920.0,Good,170.0,High,75.0,16:10,0,1,12.0,intel,Core i5,1.7,4.4,12.0,12.0,intel,8.0,512.0
msi,Modern 14 C12M-670IN,60990.0,57.0,153.0,4.5, windows 11,0,0,1,0,19.35,1.4,1.0,14.0,1080.0,1920.0,Average,157.0,High,,,0,0,12.0,intel,Core i7,1.7,4.7,10.0,12.0,intel,8.0,512.0
dell,XPS 9530 2023,279490.0,84.0,105.0,4.4, windows 11,0,1,0,0,18.0,1.92,1.0,15.6,2160.0,3456.0,Good,290.0,Highest,86.0,,1,0,13.0,intel,Core i7,,5.0,14.0,24.0,nvidia,32.0,1024.0
msi,Thin GF63 11UC-1474IN Gaming,51990.0,66.0,122.0,4.1, windows 11,0,0,1,0,21.7,1.86,2.0,15.6,1080.0,1920.0,Average,141.0,Average,52.4,,0,1,11.0,intel,Core i5,2.1,4.4,6.0,12.0,nvidia,16.0,512.0
dell,XPS 13 Plus 9320 2023,202490.0,79.0,97.0,4.4, windows 11,0,0,0,0,15.28,1.23,1.0,13.4,2400.0,3840.0,Best,164.0,Low,55.0,,1,0,13.0,intel,Core i7,2.2,5.0,12.0,18.0,intel,32.0,1024.0
msi,Thin GF63 11UC-1475IN Gaming,53990.0,65.0,431.0,4.3, windows 11,0,0,1,0,21.7,1.86,2.0,15.6,1080.0,1920.0,Average,141.0,Average,52.4,,0,1,11.0,intel,Core i5,2.1,4.4,6.0,12.0,nvidia,8.0,512.0
dell,XPS 17 9730,303490.0,87.0,74.0,4.7, windows 11,0,1,0,0,19.5,2.44,1.0,17.0,2400.0,3840.0,Best,266.0,High,97.0,,1,0,13.0,intel,Core i7,,5.0,14.0,24.0,nvidia,32.0,1024.0
dell,XPS 17 9730,355490.0,93.0,65.0,4.0, windows 11,0,1,0,0,19.5,2.44,1.0,17.0,2400.0,3840.0,Best,266.0,High,97.0,,1,0,13.0,intel,Core i9,2.6,5.4,14.0,24.0,nvidia,32.0,1024.0
lenovo,Legion Slim 7i 2023 Gaming,157544.0,69.0,111.0,4.7, windows 11,0,0,0,0,,,1.0,16.0,2000.0,3200.0,Good,141.0,Low,99.9,16:9,0,1,13.0,intel,Core i5,,4.7,12.0,18.0,nvidia,16.0,1024.0
lenovo,Legion Pro 7i 2023 Gaming,286200.0,82.0,105.0,4.4, windows 11,0,0,0,0,,,1.0,16.0,1600.0,2560.0,Average,189.0,Average,99.9,,0,1,13.0,intel,Core i9,,5.4,24.0,36.0,nvidia,32.0,1024.0
lenovo,Legion Pro 5 82WM00B5IN 2023 Gaming,142190.0,75.0,107.0,4.1, windows 11,0,0,0,0,,,1.0,16.0,1600.0,2560.0,Average,189.0,Average,80.0,,0,1,7.0,amd,Ryzen 7,3.6,5.1,8.0,32.0,nvidia,16.0,1024.0
lenovo,V15 G3 IAP 82TTA00UIH,32500.0,50.0,122.0,4.5, dos,0,0,0,0,19.9,1.7,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,12.0,intel,Core i3,1.2,4.4,6.0,10.0,intel,8.0,512.0
lenovo,Thinkpad E14 G4 21E3S02M00,125000.0,69.0,61.0,4.2, windows 11,0,0,0,0,18.9,1.59,1.0,14.0,1080.0,1920.0,Bad,157.0,Average,45.0,16:9,0,1,12.0,intel,Core i7,1.7,4.7,10.0,12.0,intel,16.0,512.0
lg,Gram 17 2023 17Z90R-G.CH77A2,146990.0,73.0,89.0,4.8, windows 11,0,0,0,0,17.8,1.35,1.0,17.0,2560.0,1600.0,Average,147.0,Low,90.0,16:10,0,1,13.0,intel,Core i7,2.2,5.0,12.0,18.0,nvidia,16.0,1024.0
lg,UltraPC 16 16U70R-G.AH76A2,89799.0,70.0,94.0,4.6, windows 11,0,0,0,0,16.3,1.6,1.0,16.0,1200.0,1920.0,Average,142.0,Average,72.0,,1,0,7.0,amd,Ryzen 7,2.0,4.5,8.0,16.0,amd,16.0,512.0
msi,Modern 14 C12M-444IN,34990.0,55.0,319.0,4.4, windows 11,0,0,1,0,19.35,1.4,1.0,14.0,1080.0,1920.0,Average,157.0,High,,,0,1,12.0,intel,Core i3,1.2,4.4,6.0,10.0,intel,16.0,512.0
axl,Vayu Book LAP02,16990.0,34.0,151.0,3.9, windows 11,0,0,1,0,,,1.0,15.6,1080.0,1920.0,Best,141.0,High,18.5,16:9,0,1,,intel,Celeron,1.1,2.8,2.0,4.0,intel,4.0,256.0
axl,Vayu Book LAP01,12990.0,33.0,351.0,3.6, windows 11,0,0,1,0,,,1.0,14.1,1080.0,1920.0,Best,156.0,High,18.5,16:9,0,1,,intel,Celeron,1.1,2.8,2.0,4.0,intel,4.0,128.0
dell,Inspiron 3525 D560927WIN9S,38999.0,51.0,119.0,4.2, windows 11,0,0,0,0,,1.8,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,0,5.0,amd,Ryzen 5,2.1,4.0,6.0,8.0,amd,8.0,512.0
msi,Modern 14 C7M-218IN,52990.0,61.0,91.0,4.7, windows 11,0,0,1,0,19.35,1.4,1.0,14.0,1080.0,1920.0,Average,157.0,High,39.3,,0,1,7.0,amd,Ryzen 7,2.0,4.5,8.0,16.0,amd,16.0,512.0
hp,Pavilion 15-EH3101AU,60990.0,63.0,70.0,4.5, windows 11,0,0,0,0,17.9,1.75,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,7.0,amd,Ryzen 7,2.0,4.5,8.0,16.0,amd,16.0,512.0
lenovo,S14 82TW0019IH,45490.0,52.0,81.0,4.2, windows 11,0,0,0,0,,,1.0,14.0,1080.0,1920.0,Average,141.0,Average,45.0,16:9,0,1,12.0,intel,Core i5,1.3,4.4,10.0,12.0,intel,8.0,512.0
asus,Vivobook 14X 90NB11H2-M004D0,64990.0,64.0,90.0,4.1, windows 11,0,0,1,0,18.9,1.4,1.0,14.0,1200.0,1920.0,Good,162.0,High,50.0,16:10,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,512.0
lenovo,V15 G2 ALC 82KDA01YIH,33990.0,48.0,146.0,4.4, dos,0,0,1,0,,1.7,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,5.0,amd,Ryzen 5,2.1,4.0,6.0,8.0,amd,8.0,512.0
hp,Victus 16 16-d0309TX,56999.0,65.0,67.0,4.6, windows 11,0,0,0,1,23.3,2.47,1.0,16.1,1080.0,1920.0,Average,137.0,Low,70.0,16:9,0,1,11.0,intel,Core i5,2.2,4.5,6.0,12.0,nvidia,8.0,512.0
dell,Alienware x14 R2 Gaming,199900.0,71.0,51.0,4.1, windows 11,0,0,0,1,14.5,1.91,1.0,14.0,1600.0,2560.0,Average,216.0,High,80.5,16:9,0,1,13.0,intel,Core i7,,4.9,10.0,24.0,nvidia,16.0,1024.0
asus,Vivobook Pro 15 M6500QF-HN741WS ,62990.0,60.0,283.0,4.3, windows 11,0,0,1,0,,1.8,1.0,15.6,1080.0,1920.0,Average,141.0,Average,50.0,16:9,0,1,5.0,amd,Ryzen 7,3.2,4.4,8.0,16.0,nvidia,16.0,512.0
lenovo,V15 G4 82YU00W6IN,27490.0,51.0,147.0,4.2, dos,0,0,1,0,19.9,1.65,1.0,15.6,1080.0,1920.0,Average,147.0,High,,,0,1,7.0,amd,Ryzen 3,2.4,4.1,4.0,4.0,amd,8.0,512.0
asus,Vivobook Pro 15 M6500QF-HN521WS,49990.0,56.0,1187.0,4.4, windows 11,0,0,1,0,,1.8,1.0,15.6,1080.0,1920.0,Average,141.0,Average,50.0,16:9,0,1,5.0,amd,Ryzen 5,3.0,4.2,6.0,16.0,nvidia,8.0,512.0
asus,VivoBook 14 X415EA-EK326WS,31990.0,54.0,505.0,4.2, windows 11,0,0,0,0,19.9,1.6,1.0,14.0,1080.0,1920.0,Average,157.0,High,37.0,16:9,0,1,11.0,intel,Core i3,3.0,4.1,2.0,6.0,intel,8.0,512.0
acer,Aspire 7 A715-76G UN.QMESI.004 Gaming,54199.0,63.0,1589.0,4.2, windows 11,0,0,1,0,19.9,2.1,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,0,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,512.0
asus,VivoBook 15 X515EA-EJ328WS,35083.0,50.0,337.0,4.3, windows 11,0,0,1,0,,1.8,1.0,15.6,1080.0,1920.0,Average,141.0,Average,37.0,16:9,0,1,11.0,intel,Core i3,3.0,4.1,2.0,6.0,intel,8.0,512.0
lenovo,V15 G3 IAP,33990.0,50.0,107.0,4.6, windows 11,0,0,0,0,,,1.0,15.6,1080.0,1920.0,Average,141.0,Average,38.0,,0,1,12.0,intel,Core i3,1.2,4.4,6.0,10.0,intel,8.0,512.0
dell,Vostro 5630,95790.0,61.0,115.0,4.6, windows 11,0,0,0,0,18.0,1.91,1.0,16.0,1080.0,1920.0,Average,138.0,Low,54.0,16:10,0,1,13.0,intel,Core i7,,5.0,10.0,12.0,,16.0,512.0
lenovo,Thinkpad E14 20TA00J2IG,65899.0,57.0,90.0,4.4, windows 11,0,0,1,0,,,3.0,14.0,1080.0,1920.0,Average,157.0,High,45.0,,0,1,11.0,intel,Core i5,2.4,4.2,4.0,8.0,intel,16.0,512.0
lenovo,V14 G3 IAP,32490.0,50.0,114.0,4.3, windows 11,0,0,0,0,,,1.0,14.0,1080.0,1920.0,Average,157.0,High,38.0,,0,1,12.0,intel,Core i3,1.2,4.4,6.0,10.0,intel,8.0,512.0
lenovo,V15 G3,45900.0,52.0,81.0,4.6, windows 11,0,0,0,0,,,1.0,15.6,1080.0,1920.0,Average,141.0,Average,38.0,,0,1,12.0,intel,Core i5,1.3,4.4,10.0,12.0,intel,8.0,512.0
lenovo,V15 G3 ‎‎82C7007SGE,28990.0,55.0,218.0,4.1, windows 11,0,0,1,0,19.9,1.74,1.0,15.6,1080.0,1920.0,Average,147.0,High,38.0,,0,1,7.0,amd,Ryzen 3,2.4,4.1,4.0,4.0,amd,8.0,512.0
lenovo,V14 G3 IAP,43980.0,52.0,113.0,4.6, windows 11,0,0,0,0,,,1.0,14.0,1080.0,1920.0,Average,157.0,High,38.0,,0,1,12.0,intel,Core i5,1.3,4.4,10.0,12.0,intel,8.0,512.0
lenovo,IdeaPad Slim 3 82H803B6IN,56900.0,61.0,106.0,4.2, windows 11,0,0,1,0,19.9,1.65,1.0,15.6,1080.0,1920.0,Average,157.0,High,45.0,16:9,0,1,11.0,intel,Core i7,1.2,4.7,4.0,12.0,intel,16.0,512.0
hp,Victus 16-d0302TX Gaming,55999.0,65.0,97.0,4.3, windows 11,0,0,0,1,23.5,2.46,1.0,16.1,1080.0,1920.0,Average,137.0,Low,70.0,16:9,0,1,11.0,intel,Core i5,2.2,4.5,6.0,12.0,nvidia,8.0,512.0
hp,15s-ey1509AU,27490.0,44.0,3730.0,4.1, windows 11,0,0,1,0,,1.69,1.0,15.6,768.0,1366.0,Bad,101.0,Low,41.0,,0,0,,amd,Athlon,2.3,3.2,2.0,4.0,amd,8.0,512.0
dell,Inspiron 3530,57990.0,51.0,83.0,4.1, windows 11,0,0,0,0,,1.62,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,0,13.0,intel,Core i5,,4.6,10.0,12.0,intel,8.0,512.0
dell,‎G16-7630 2023 Gaming,158990.0,74.0,102.0,4.1, windows 11,0,0,0,1,22.3,2.87,1.0,16.0,1600.0,2560.0,Average,141.0,Low,,,0,1,13.0,intel,Core i7,,4.9,14.0,24.0,nvidia,16.0,1024.0
dell,2023 ‎G16-7630 Gaming,166490.0,78.0,65.0,4.3, windows 11,0,0,0,1,22.3,2.87,1.0,16.0,1600.0,2560.0,Average,141.0,Low,,,0,1,13.0,intel,Core i7,,4.9,14.0,24.0,nvidia,32.0,1024.0
hp,Omen 17-cm2003TX Gaming,156990.0,79.0,99.0,4.7, windows 11,0,0,1,0,27.0,2.78,1.0,17.3,1440.0,2560.0,Average,182.0,Average,83.0,,0,1,13.0,intel,Core i7,,5.0,16.0,30.0,nvidia,16.0,1024.0
hp,14s-dr3003TU 832T7PA,27590.0,44.0,123.0,4.5, windows 11,0,1,0,0,17.0,1.41,1.0,14.0,768.0,1366.0,Poor,112.0,Low,,16:9,0,1,,intel,Pentium,1.1,3.3,4.0,4.0,intel,8.0,512.0
dell,Inspiron 7430 IC7430FD64T001ORS1,99950.0,59.0,112.0,4.7, windows 11,0,1,0,0,,,1.0,14.0,1200.0,1920.0,Average,162.0,Average,54.0,,1,0,13.0,intel,Core i7,,5.0,10.0,12.0,intel,16.0,512.0
msi,Stealth 17 Studio A13VG-024IN Gaming,210990.0,84.0,70.0,4.5, windows 11,0,0,1,0,20.1,2.8,2.0,17.3,1440.0,2560.0,Poor,170.0,Low,99.0,,0,1,13.0,intel,Core i7,,5.0,14.0,24.0,nvidia,32.0,2048.0
dell,Inspiron 7430 IC7430VVR8C001ORS1,80490.0,56.0,106.0,4.4, windows 11,0,1,0,0,,,1.0,14.0,1200.0,1920.0,Good,162.0,High,54.0,,1,0,13.0,intel,Core i5,,4.6,10.0,12.0,intel,16.0,512.0
apple,MacBook Air 15 2023,131590.0,54.0,340.0,4.7, mac,0,0,1,0,11.5,1.51,1.0,15.3,1864.0,2880.0,Good,224.0,High,66.5,,0,0,2.0,apple,,,3.5,8.0,16.0,,8.0,512.0
dell,Inspiron 15 3530,42600.0,52.0,101.0,4.1, windows 11,0,0,0,0,21.0,1.65,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,0,13.0,intel,Core i3,,4.5,5.0,10.0,intel,8.0,512.0
infinix,INBook X2 Slim Series,25990.0,53.0,1949.0,4.1, windows 11,0,0,0,0,14.8,1.24,1.0,14.0,1080.0,1920.0,Average,157.0,High,50.0,,0,0,11.0,intel,Core i3,3.0,4.1,2.0,6.0,intel,8.0,512.0
asus,Eeebook 15 E510MA-EJ021WS,27990.0,45.0,506.0,4.1, windows 11,0,0,1,0,18.1,1.57,1.0,15.6,1080.0,1920.0,Average,141.0,Average,42.0,16:9,0,1,,intel,Celeron,1.1,2.8,2.0,4.0,intel,8.0,512.0
lenovo,Legion 5 Pro 2023 Gaming,172990.0,77.0,70.0,4.7, windows 11,0,0,0,1,,,1.0,16.0,1600.0,2560.0,Average,184.0,Average,,16:10,0,1,13.0,intel,Core i7,,5.0,14.0,24.0,nvidia,32.0,1024.0
dell,Inspiron 3520 D560872WIN9S,52299.0,57.0,121.0,4.1, windows 11,0,0,0,0,,1.65,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,12.0,intel,Core i5,1.3,4.4,10.0,12.0,intel,16.0,512.0
dell,Inspiron 5430 IN54308TR2G001ORS1,67890.0,48.0,96.0,4.1, windows 11,0,1,0,0,,,1.0,14.0,1080.0,1920.0,Average,141.0,Average,54.0,,0,1,13.0,intel,Core i5,,4.6,10.0,12.0,intel,16.0,512.0
infinix,INBook X2 Slim Series XL23,34990.0,54.0,538.0,4.2, windows 11,0,0,0,0,14.8,1.24,1.0,14.0,1080.0,1920.0,Average,157.0,High,50.0,,0,0,11.0,intel,Core i5,2.5,4.5,4.0,8.0,intel,16.0,512.0
dell,Inspiron 5430 IN54304D6P9M01ORS1,88990.0,53.0,82.0,4.3, windows 11,0,1,0,0,,,1.0,14.0,1080.0,1920.0,Average,141.0,Average,54.0,,0,1,13.0,intel,Core i7,,5.0,10.0,12.0,intel,16.0,512.0
acer,One 14 Z8-415,34200.0,54.0,5912.0,4.2, windows 11,0,1,0,0,21.6,1.5,1.0,14.0,1080.0,1920.0,Average,157.0,High,45.5,,0,1,11.0,intel,Core i3,3.0,4.1,2.0,6.0,intel,8.0,512.0
hp,ProBook 445 G8 7K2J8PA Business,46990.0,60.0,80.0,4.6, dos,0,0,0,0,19.9,1.37,1.0,14.0,1080.0,1920.0,Average,157.0,High,45.0,,0,1,5.0,amd,Ryzen 7,1.9,4.4,8.0,16.0,amd,8.0,512.0
asus,Vivobook Go 15 E510MA-EJ011WS,24990.0,41.0,1328.0,4.1, windows 11,0,0,1,0,,1.57,1.0,15.6,1080.0,1920.0,Average,141.0,Average,42.0,16:9,0,1,,intel,Celeron,1.1,2.8,2.0,4.0,intel,8.0,256.0
dell,Inspiron 5430 IN5430YXVW9M01ORS1,59290.0,53.0,104.0,4.4, windows 11,0,1,0,0,19.3,1.36,1.0,14.0,1080.0,1920.0,Average,141.0,Average,54.0,,0,1,13.0,intel,Core i5,,4.6,10.0,12.0,intel,8.0,512.0
dell,Inspiron 3530 IN3530NM1NN001ORS1,63290.0,50.0,90.0,4.4, windows 11,0,0,0,0,,1.9,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,0,13.0,intel,Core i5,,4.6,10.0,12.0,intel,8.0,512.0
msi,Creator Z17 HX Studio,247999.0,90.0,84.0,4.5, windows 11,0,0,1,0,19.0,2.49,3.0,17.0,1600.0,2560.0,Average,178.0,Low,90.0,,0,1,13.0,intel,Core i9,2.6,5.4,14.0,24.0,nvidia,32.0,1024.0
msi,Stealth 16 Mercedes AMG Motorsport A13V Gaming,292990.0,92.0,94.0,4.2, windows 11,0,0,1,0,19.95,1.88,2.0,16.0,2400.0,3840.0,Best,283.0,Highest,99.9,,0,1,13.0,intel,Core i9,2.6,5.4,14.0,24.0,nvidia,32.0,1024.0
asus,Vivobook 16 2023 M1605YA-MB521WS,47990.0,59.0,129.0,4.3, windows 11,0,0,1,0,19.9,1.88,1.0,16.0,1200.0,1920.0,Good,142.0,High,45.0,16:10,0,1,7.0,amd,Ryzen 5,2.0,4.5,6.0,16.0,amd,8.0,512.0
dell,Inspiron 7630 IC7630GHHRH001ORS1 2 in 1,94490.0,63.0,100.0,4.1, windows 11,0,1,0,0,18.99,2.11,1.0,16.0,1200.0,1920.0,Average,142.0,Average,86.0,,1,0,13.0,intel,Core i5,,4.6,10.0,12.0,intel,8.0,512.0
hp,Pavilion 15s-fq5190TU,62842.0,61.0,95.0,4.2, windows 11,0,1,0,0,17.9,1.69,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,16:9,0,1,12.0,intel,Core i7,1.7,4.7,10.0,12.0,intel,16.0,512.0
dell,Inspiron 5630 2023,79990.0,63.0,80.0,4.3, windows 11,0,0,0,0,18.2,1.85,1.0,16.0,1600.0,2560.0,Good,141.0,Average,54.0,16:10,0,1,13.0,intel,Core i5,,4.6,10.0,12.0,intel,16.0,512.0
lenovo,V14 G3 IAP,45990.0,52.0,113.0,4.6, windows 11,0,0,0,0,,,1.0,14.0,1080.0,1920.0,Average,157.0,High,38.0,,0,1,12.0,intel,Core i5,1.3,4.4,10.0,12.0,intel,8.0,512.0
lenovo,V15 G3 ‎‎82C7007SGE,27499.0,55.0,218.0,4.1, windows 11,0,0,1,0,19.9,1.74,1.0,15.6,1080.0,1920.0,Average,147.0,High,38.0,,0,1,7.0,amd,Ryzen 3,2.4,4.1,4.0,4.0,amd,8.0,512.0
dell,‎G16-7630 2023 Gaming,139990.0,74.0,102.0,4.1, windows 11,0,0,0,1,22.3,2.87,1.0,16.0,1600.0,2560.0,Average,141.0,Low,,,0,1,13.0,intel,Core i7,,4.9,14.0,24.0,nvidia,16.0,1024.0
hp,14s-dr3003TU 832T7PA,27390.0,44.0,123.0,4.5, windows 11,0,1,0,0,17.0,1.41,1.0,14.0,768.0,1366.0,Bad,112.0,Average,,16:9,0,1,,intel,Pentium,1.1,3.3,4.0,4.0,intel,8.0,512.0
dell,Inspiron 15 3530,40990.0,52.0,106.0,4.2, windows 11,0,0,0,0,21.0,1.65,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,0,13.0,intel,Core i3,,4.5,5.0,10.0,intel,8.0,512.0
dell,Inspiron 5430 IN54308TR2G001ORS1,67890.0,48.0,171.0,3.9, windows 11,0,1,0,0,,,1.0,14.0,1080.0,1920.0,Average,141.0,Average,54.0,,0,1,13.0,intel,Core i5,,4.6,10.0,12.0,intel,16.0,512.0
infinix,INBook X2 Slim Series,25990.0,53.0,2118.0,4.1, windows 11,0,0,0,0,14.8,1.24,1.0,14.0,1080.0,1920.0,Average,157.0,High,50.0,,0,0,11.0,intel,Core i3,3.0,4.1,2.0,6.0,intel,8.0,512.0
asus,Vivobook 15 X515EA-EJ542WS,44799.0,53.0,1521.0,4.3, windows 11,0,0,1,0,,1.8,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,16:9,0,1,11.0,intel,Core i5,2.4,4.2,4.0,8.0,intel,16.0,512.0
hp,Victus 15-fb0131AX Gaming,58800.0,61.0,675.0,4.1, windows 11,0,0,1,0,,2.37,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,5.0,amd,Ryzen 5,3.3,4.2,6.0,16.0,amd,8.0,512.0
hp,Victus 15-fb0133AX Gaming,62687.0,63.0,113.0,4.3, windows 11,0,0,1,0,,2.37,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,5.0,amd,Ryzen 5,3.3,4.2,6.0,16.0,amd,16.0,512.0
hp,Victus 15-fa0555TX ,67990.0,66.0,275.0,4.4, windows 11,0,0,0,1,23.5,2.29,1.0,15.6,1080.0,1920.0,Average,141.0,Average,70.0,,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,512.0
asus,Vivobook 15 X1502ZA-EJ542WS,52990.0,60.0,212.0,4.0, windows 11,0,0,1,0,19.9,1.7,1.0,15.6,1080.0,1920.0,Average,141.0,Average,42.0,16:9,0,1,12.0,intel,Core i5,2.5,4.5,12.0,18.0,intel,16.0,512.0
acer,Aspire 7 A715-76G NH.QMESI.002 Gaming,54299.0,63.0,1561.0,4.2, windows 11,0,0,0,0,19.9,2.1,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,8.0,512.0
hp,14-ep0068TU,35990.0,44.0,628.0,4.3, windows 11,0,0,1,0,,1.4,1.0,14.0,1080.0,1920.0,Average,157.0,High,41.0,,0,1,,intel,Core i3,,3.8,8.0,6.0,intel,8.0,512.0
msi,Katana 15 B12UDXK-1017IN Gaming,82990.0,69.0,119.0,4.1, windows 11,0,0,1,0,24.9,2.25,2.0,15.6,1080.0,1920.0,Average,141.0,Average,53.5,,0,1,12.0,intel,Core i7,2.3,4.7,10.0,24.0,nvidia,8.0,512.0
hp,15s-fq3071TU,27490.0,44.0,346.0,3.8, windows 11,0,0,1,0,17.9,1.69,1.0,15.0,768.0,1366.0,Bad,112.0,Average,41.0,,0,0,,intel,Celeron,2.8,,2.0,4.0,intel,8.0,512.0
acer,One 14 Business Z2-493,28990.0,50.0,421.0,3.9, windows 11,0,0,0,0,20.9,1.5,1.0,14.0,768.0,1366.0,Poor,112.0,Low,36.0,,0,0,,amd,Ryzen,2.6,3.5,2.0,4.0,amd,8.0,512.0
hp,Victus 15-fb0136AX Gaming,71999.0,62.0,927.0,4.3, windows 11,0,0,1,0,,2.37,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,5.0,amd,Ryzen 5,3.3,4.2,6.0,16.0,nvidia,16.0,512.0
hp,Victus 15-fb0135AX Gaming,59990.0,60.0,869.0,4.3, windows 11,0,0,1,0,,2.37,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,5.0,amd,Ryzen 5,3.3,4.2,6.0,16.0,nvidia,8.0,512.0
asus,VivoBook 14 X415EA-EK344WS,35990.0,59.0,3258.0,4.3, windows 11,0,0,0,0,19.9,1.6,1.0,14.0,1080.0,1920.0,Average,157.0,High,,16:9,0,1,11.0,intel,Core i3,3.0,4.1,2.0,6.0,intel,16.0,512.0
asus,Zenbook 14X OLED 2023 UM5401QA-KM751WS,70990.0,61.0,290.0,4.4, windows 11,0,0,1,0,15.9,1.4,1.0,14.0,1800.0,2880.0,Good,243.0,High,63.0,16:10,0,1,5.0,amd,Ryzen 7,2.8,4.4,8.0,16.0,amd,16.0,1024.0
acer,Swift Edge 16 2023,107399.0,54.0,79.0,4.8, windows 11,0,0,1,0,12.95,1.23,1.0,16.0,2400.0,3840.0,Best,283.0,Highest,,16:10,0,1,7.0,amd,Ryzen,,,8.0,,amd,16.0,1024.0
dell,G15-5530 Gaming 2023,149999.0,71.0,112.0,4.1, windows 11,0,0,0,1,26.9,2.65,1.0,15.6,1080.0,1920.0,Bad,141.0,Low,,,0,1,13.0,intel,Core i7,,4.9,14.0,24.0,nvidia,16.0,512.0
hp,Pavilion 15-eg3027TU,69490.0,61.0,91.0,4.4, windows 11,0,0,1,0,17.9,1.74,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,13.0,intel,Core i5,1.9,4.6,12.0,12.0,intel,16.0,512.0
acer,Aspire 5 A515-58P NX.KHJSI.001 Gaming,38490.0,47.0,121.0,4.3, windows 11,0,0,1,0,18.9,1.78,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,16:9,0,0,13.0,intel,Core i3,1.2,4.5,6.0,10.0,intel,8.0,512.0
dell,G15-5530 GN5530VMMD9002ORB1 Gaming,102490.0,69.0,79.0,4.1, windows 11,0,0,0,1,26.9,2.65,1.0,15.6,1080.0,1920.0,Average,141.0,Average,56.0,,0,1,13.0,intel,Core i7,,4.9,14.0,24.0,nvidia,16.0,512.0
dell,G15-5530 Gaming,122638.0,69.0,109.0,4.6, windows 11,0,0,0,1,26.9,2.65,1.0,15.6,1080.0,1920.0,Bad,141.0,Low,,,0,1,13.0,intel,Core i7,,4.9,14.0,24.0,nvidia,16.0,512.0
dell,G15-5530 GN5530D83M6002ORB1 Gaming,78990.0,66.0,78.0,4.0, windows 11,0,0,0,1,26.9,2.65,1.0,15.6,1080.0,1920.0,Average,141.0,Average,56.0,,0,1,13.0,intel,Core i5,,4.6,10.0,20.0,nvidia,16.0,512.0
dell,‎G16-7630 Gaming,178490.0,75.0,93.0,4.5, windows 11,0,0,0,1,25.65,2.99,1.0,16.0,1600.0,2560.0,Average,141.0,Low,,,0,1,13.0,intel,Core i9,,5.4,24.0,36.0,nvidia,16.0,1024.0
dell,G15-5530 GN553064GRM002ORB1 Gaming,73990.0,64.0,83.0,4.3, windows 11,0,0,0,1,26.9,2.65,1.0,15.6,1080.0,1920.0,Average,141.0,Average,56.0,,0,1,13.0,intel,Core i5,,4.6,10.0,20.0,nvidia,8.0,512.0
